detention_facility_code,name,state,start,end,place,type
PMREGVA,Piedmont Reg Jail,VA,0,186,"Farmville, VA",Non-dedicated
PCRMMGA,Piedmount Columbus Reg Midtown MC,GA,183,188,"Columbus, GA",Medical
PIERCND,Pierce County Jail,ND,110,195,"Rugby, ND",Other / Unknown
PKEHOLD,Pike County ERO Hold Room,PA,94,201,"Hawley, PA",Hold / Staging
PKCNTPA,Pike County Jail,PA,161,164,"Lords Valley, PA",Non-dedicated
PIKCOPA,Pike County Jail,PA,0,201,"Lords Valley, PA",Non-dedicated
PIMAJAZ,Pima County Jail,AZ,35,184,"Tucson, AZ",Non-dedicated
PINALAZ,Pinal County Jail,AZ,0,197,"Florence, AZ",Non-dedicated
ILPICKN,Pinckneyville Correctional Center,IL,89,90,"Pinckneyville, IL",Other / Unknown
PINEPLA,Pine Prairie ICE Processing Center,LA,87,201,"Pine Prairie, LA",Dedicated
PINELFL,Pinellas County Jail,FL,0,201,"Clearwater, FL",Federal
PISCAME,Piscataguis County Jail,ME,0,69,"Dover-Foxcroft, ME",Federal
PITHOLD,Pittsburgh Holdroom,PA,87,201,"Pittsburgh, PA",Hold / Staging
PLATTWY,Platte County Jail,WY,0,201,"Wheatland, WY",Federal
PLATTMO,Platte County Jail,MO,0,198,"Platte City, MO",Non-dedicated
PLYMOMA,Plymouth Co Cor Facilty,MA,0,201,"Plymouth, MA",Non-dedicated
POLKJIA,Polk County Jail,IA,0,201,"Des Moines, IA",Federal
BOPPOL,Pollock USP,LA,120,121,"Pollock, LA",Federal
POMONCA,Pomona City Jail,CA,0,112,"Pomona, CA",Federal
PONDEMT,Pondera County Jail,MT,3,25,"Conrad, MT",Non-dedicated
PTISBTX,Port Isabel Police Dept.,TX,71,175,"Port Isabel, TX",Other / Unknown
PIC,Port Isabel SPC,TX,0,201,"Los Fresnos, TX",Dedicated
POOHOLD,Portland District Office,OR,0,201,"Portland, OR",Hold / Staging
POMHOLD,"Portland, ME Holdroom",ME,26,201,"Portland, ME",Hold / Staging
POTTAIA,Pottawattamie County Jail,IA,0,201,"Council Bluffs, IA",Federal
POTTRTX,Potter County Jail,TX,198,199,"Amarillo, TX",Other / Unknown
PRLDCTX,Prairieland Detention Center,TX,99,201,"Alvarado, TX",Dedicated
PRLHOLD,Prairieland Suboffice Hold Room,TX,105,201,"Alvarado, TX",Hold / Staging
PRSHANM,Presbyterian Hosp Abq,NM,154,200,"Albuquerque, NM",Medical
PRESITX,Presidio County Jail,TX,35,41,"Marfa, TX",Non-dedicated
PWILLVA,Prince William,VA,0,196,"Manassas, VA",Federal
KPCHOAZ,Promise Hospital,AZ,195,201,"Mesa, AZ",Medical
PROHOLD,Providence Holdroom,RI,113,201,"Warwick, RI",Hold / Staging
PRUHOLD,Provo Hold Room,UT,58,201,"Spanish Fork, UT",Hold / Staging
PROWECO,Prowers County Jail,CO,1,18,"Lamar, CO",Non-dedicated
PUEBLCO,Pueblo County Jail,CO,0,200,"Pueblo, CO",Federal
PUEHOLD,Pueblo Holdroom,CO,24,201,"Florence, CO",Hold / Staging
PULASIL,Pulaski County Jail,IL,88,156,"Ullin, IL",Non-dedicated
PUTMAFL,Putman County Jail,FL,167,192,"Palatka, FL",Other / Unknown
PUTNMTN,Putnam County Sheriff,TN,198,201,"Cookeville, TN",Federal
QLTYSCA,Quality Suites,CA,65,164,"Calipatria, CA",Hotel
QUEMCHI,Queen's Medical Center,HI,184,185,"Honolulu, HI",Medical
QUEHONY,Queens House Of Detention,NY,62,113,"Kew Gardens, NY",Non-dedicated
CACFDON,RJ Donovan Correc Fac,CA,44,154,"San Diego, CA",Other / Unknown
RDHEATX,Radisson Htl Elp Airport,TX,142,149,"El Paso, TX",Hotel
RDUHOLD,Raleigh Hold Room,NC,32,201,"Cary, NC",Hold / Staging
RAMEPTX,Ramada By Wyndham El Paso,TX,148,149,"El Paso, TX",Hotel
RMWYPAZ,Ramada By Wyndham Pho,AZ,150,154,"Phoenix, AZ",Hotel
HOTELMA,Ramada Hotel,MA,30,127,"East Boston, MA",Hotel
RAADCMN,"Ramsey ADC Annex, SPM",MN,0,111,"St. Paul, MN",Federal
RNDLLTX,Randall County Jail,TX,0,200,"Amarillo, TX",Federal
RPCHOLD,Rapid City Hold Room,SD,17,201,"Rapid City, SD",Hold / Staging
RAPPSVA,Rapp Sec Center,VA,4,201,"Stafford, VA",Federal
BOPRBK,Ray Brook Fed.Corr.Inst.,NY,107,108,"Ray Brook, NY",Federal
RDRVHTX,Red River Hospital,TX,148,200,"Wichita Falls, TX",Medical
RRFINWA,Red Roof Inn,WA,4,135,"Seatac, WA",Hotel
REDHOLD,Redding Hold Room,CA,126,201,"Redding, CA",Hold / Staging
REJUVTX,Reeves Co. Juv. Det. Ctr.,TX,33,138,"Pecos, TX",Non-dedicated
REDETTX,Reeves County Det. Center,TX,0,160,"Pecos, TX",Non-dedicated
REJAITX,Reeves County Jail,TX,0,38,"Pecos, TX",Non-dedicated
RENHOLD,Reno Hold Room,NV,38,201,"Reno, NV",Hold / Staging
RENSSNY,Rensselaer Co Sheriff,NY,110,167,"Troy, NY",Federal
RESIDTX,Residence Inn Dallas Ap,TX,150,153,"Irving, TX",Hotel
RIHPRRI,Rhode Island Hospital,RI,182,183,"Providence, RI",Medical
RICECKS,Rice County Det Center,KS,0,61,"Lyons, KS",Non-dedicated
RICHOLD,Richland Hold Room,WA,154,201,"Richland, WA",Hold / Staging
RICHMVA,Richmond City Jail,VA,11,155,"Richmond, VA",Non-dedicated
RCMHOLD,Richmond Sub-Office Hold,VA,17,201,"Richmond, VA",Hold / Staging
RWCCMLA,Richwood Cor Center,LA,126,201,"Monroe, LA",Dedicated
RIOCCCA,Rio Cosumnes Corrections-RCCC,CA,57,117,"Elk Grove, CA",Non-dedicated
RIOGRCO,Rio Grande County Jail,CO,99,157,"Del Norte, CO",Non-dedicated
RGRNDTX,Rio Grande Detention Center,TX,63,201,"Laredo, TX",Federal
RGHOSTX,Rio Grande St.Hospital,TX,64,185,"Harlingen, TX",Medical
RGS,Rio Grande Valley Staging,TX,20,200,"Los Fresnos, TX",Hold / Staging
RVBHHTX,Rio Vista Behv Hlth Hsp,TX,140,181,"El Paso, TX",Medical
RVRCCLA,River Correctional Center,LA,124,201,"Ferriday, LA",Dedicated
REHOSIL,Riveredge Hospital,IL,0,83,"Forest Park, IL",Medical
RIVERCA,Riverside County Sheriff,CA,12,157,"Riverside, CA",Non-dedicated
RSREGVA,Riverside Reg Jail,VA,0,201,"Hopewell, VA",Federal
RONKEVA,Roanoke City Jail,VA,1,201,"Roanoke, VA",Federal
ROANOVA,Roanoke County Jail,VA,21,127,"Salem, VA",Non-dedicated
RMKHOLD,Roanoke Sub-Office Hold Room,VA,118,201,"Salem, VA",Hold / Staging
RADDFGA,Robert A Deyton Detention Fac,GA,118,200,"Lovejoy, GA",Federal
ROBERSD,"Roberts Co. Jail, SD",SD,39,160,"Sisseton, SD",Non-dedicated
BOPRCH,Rochester Fed.Med.Center,MN,0,13,"Rochester, MN",Federal
ROCGHNY,Rochester General Hospital,NY,185,197,"Rochester, NY",Medical
RCKISIL,Rock Island Correctional Center,IL,63,64,"Rock Island, IL",Federal
ROCKIIL,Rock Island County Jail,IL,0,155,"Rock Island, IL",Federal
RIIHOLD,Rock Island Hold Room,IL,32,201,"Rock Island, IL",Hold / Staging
RRIVRIL,Rock River Health Care,IL,97,101,"Rockford, IL",Medical
ROCKIVA,Rockingham Co. Jail,VA,0,201,"Harrisonburg, VA",Federal
ROCKINH,Rockingham County Jail,NH,0,115,"Brentwood, NH",Non-dedicated
HASKLTX,Rolling Plains Detention Center,TX,0,196,"Haskell, TX",Federal
ROSEAMN,Roseau County Jail,MN,4,9,"Roseau, MN",Non-dedicated
ROSEBMT,Rosebud County Jail,MT,0,30,"Forsyth, MT",Non-dedicated
RSWHOLD,Roswell Hold Room,NM,110,201,"Roswell, NM",Hold / Staging
ROUTTCO,Routt County Jail,CO,18,19,"Steamboat Springs, CO",Non-dedicated
SDPROCA,S.D. County Probation,CA,35,168,"San Diego, CA",Other / Unknown
CACCJAM,SCC/Jamestown,CA,66,92,"Jamestown, CA",Other / Unknown
SFRHOLD,SFR Hold Room,CA,0,201,"San Francisco, CA",Hold / Staging
SNDHOLD,SND District Staging,CA,0,201,"San Diego, CA",Hold / Staging
SNJHOLD,SNJ Hold Room,CA,1,198,"San Jose, CA",Hold / Staging
SACRACA,Sacramento County Jail,CA,0,124,"Sacramento, CA",Federal
SACHOLD,Sacramento Hold,CA,0,201,"Sacramento, CA",Hold / Staging
STAHOLD,Saint Albans Hold Room,VT,61,200,"Saint Albans, VT",Hold / Staging
STJOSCO,Saint Joseph Hospital,CO,188,200,"Denver, CO",Medical
SAIHOLD,Saipain Hold,MP,26,197,"Saipan, MP",Hold / Staging
MPSIPAN,Saipan Department Of Corrections,MP,32,201,"Saipan, MP",Federal
SALEMNJ,Salem County Correctional Facility,NJ,85,138,"Woodstown, NJ",Federal
SALINNE,Saline County Jail,NE,119,174,"Wilber, NE",Other / Unknown
SALHOLD,Salisbury Hold Room,MD,131,201,"Salisbury, MD",Hold / Staging
SLCHOLD,Salt Lake City Hold Room,UT,45,201,"West Valley City, UT",Hold / Staging
SLSLCUT,Salt Lake County Jail,UT,0,201,"Salt Lake City, UT",Federal
SAMBCMI,Samaritan Behavioral Center,MI,53,162,"Detroit, MI",Medical
SAGHOLD,San Angelo Holdroom,TX,86,201,"San Angelo, TX",Hold / Staging
SNAHOLD,San Antonio Dro Hold Room,TX,17,201,"San Antonio, TX",Hold / Staging
SBNTOTX,San Benito Police Dept.,TX,65,67,"San Benito, TX",Other / Unknown
SBDHOLD,San Bernadino Hold Room,CA,0,201,"San Bernardino, CA",Hold / Staging
SBERNCA,San Bernardino Co. Jail,CA,0,164,"San Bernardino, CA",Federal
SDHOSCA,San Diego Area Hospital,CA,0,95,"Chula Vista, CA",Medical
SNDCOCA,San Diego County Jail,CA,1,116,"San Diego, CA",Non-dedicated
JHALLCA,San Diego County Juv.Hall,CA,42,44,"San Diego, CA",Family / Youth
BOPSDC,San Diego MCC,CA,32,104,"San Diego, CA",Federal
SJUHOLD,San Juan Airport Hold Room,PR,79,201,"San Juan, PR",Hold / Staging
SJUANNM,San Juan County Detention Center,NM,63,64,"Aztec, NM",Federal
SJUANTX,San Juan Police Dept.,TX,60,73,"San Juan, TX",Other / Unknown
SJS,San Juan Staging,PR,59,200,"Guaynabo, PR",Hold / Staging
SLOBICA,San Luis Obispo Co Jail,CA,106,119,"San Luis Obispo, CA",Other / Unknown
SLJUVCA,San Luis Obispo Co. Juven,CA,44,45,"San Luis Obispo, CA",Other / Unknown
SLRDCAZ,San Luis Regional Det Center,AZ,0,201,"San Luis, AZ",Non-dedicated
SANMINM,San Miguel County Det Ctr,NM,39,82,"Las Vegas, NM",Non-dedicated
SPHOSCA,San Pedro Peninsula Hospital,CA,0,66,"San Pedro, CA",Medical
SANDONM,Sandoval County Det Ctr,NM,39,42,"Bernalillo, NM",Non-dedicated
SANJAIL,Sangamon County Jail,IL,0,146,"Springfield, IL",Federal
SACITCA,Santa Ana City Jail,CA,0,200,"Santa Ana, CA",Non-dedicated
SANANCA,Santa Ana County Jail,CA,0,15,"Santa Ana, CA",Non-dedicated
SAAHOLD,Santa Ana DRO Holdroom,CA,0,201,"Santa Ana, CA",Hold / Staging
SBARBCA,Santa Barbara County Jail,CA,106,154,"Santa Barbra, CA",Other / Unknown
SCNORCA,Santa Clara Co Main Jail,CA,0,86,"San Jose, CA",Federal
SCRUZAZ,Santa Cruz Co Jail AZ,AZ,6,167,"Nogales, AZ",Federal
SFCORNM,Santa Fe Cornell Det. Fac.,NM,41,42,"Santa Fe, NM",Non-dedicated
SANTANM,Santa Fe County Jail,NM,79,82,"Santa Fe, NM",Non-dedicated
SMAHOLD,Santa Maria Sub Office ERO,CA,186,201,"Santa Maria, CA",Other / Unknown
SROSAFL,Santa Rosa County Jail,FL,196,197,"Milton, FL",Other / Unknown
SARASFL,Sarasota County Jail,FL,181,201,"SARASOTA, FL",Non-dedicated
SARPYNE,Sarpy County Jail,NE,8,201,"Papillion, NE",Non-dedicated
SARJUNE,Sarpy County Juvenile,NE,0,47,"Papillion, NE",Family / Youth
SAUKCWI,Sauk County Sheriff,WI,198,201,"Baraboo, WI",Other / Unknown
SSMHOLD,Sault Sainte Marie Holdroom,MI,64,151,"Sault Ste. Marie, MI",Hold / Staging
SCOTTIA,Scott County Det.Facility,IA,109,201,"Davenport, IA",Federal
SCOTTMO,Scott County Jail,MO,14,67,"Benton, MO",Non-dedicated
SCOTTNE,Scotts Bluff Co Jail,NE,33,199,"Gering, NE",Federal
BOPSET,Seatac Fed.Det.Center,WA,11,200,"Seattle, WA",Federal
SEAHOLD,Seattle Field Office Hold Room,WA,0,201,"Seattle, WA",Hold / Staging
SEBASAR,Sebastian County Det Cnt,AR,0,201,"Fort Smith, AR",Federal
SMNOLFL,Seminole County Jail,FL,195,201,"Sanford, FL",Other / Unknown
SENECOH,Seneca County Jail,OH,0,201,"Tiffin, OH",Non-dedicated
SENECNY,Seneca County Jail,NY,8,68,"Corning, NY",Non-dedicated
STCHOVA,Sentara Careplex Hospital,VA,188,189,"Hampton, VA",Medical
SHNMCTX,Shannon Medical Center,TX,177,178,"San Angelo, TX",Medical
SCVMCCA,Sharp Chula Vista Medical Center,CA,162,200,"Chula Vista, CA",Medical
SHACOKS,Shawnee County Dept Of Corr.,KS,0,134,"Topeka, KS",Non-dedicated
SHAJUKS,Shawnee County Juv.Det.Ctr,KS,1,135,"Topeka, KS",Family / Youth
SHECOVA,Shenandoah Co Jail,VA,14,73,"Woodstock, VA",Non-dedicated
SHERBMN,Sherburne County Jail,MN,0,201,"Elk River, MN",Non-dedicated
SHERIWY,Sheridan County Jail,WY,5,6,"Sheridan, WY",Non-dedicated
SHERIMT,Sheridan County Jail,MT,1,78,"Plentywood, MT",Non-dedicated
BOPSHE,Sheridan Fed.Corr.Inst.,OR,115,174,"Sheridan, OR",Federal
VVSHOLD,Shreveport Hold Room,LA,72,201,"Shreveport, LA",Hold / Staging
SILERTN,Silverdale/Hamilton County,TN,68,69,"Chattanooga, TN",Non-dedicated
SXCHOLD,Sioux City Hold Room,IA,27,197,"Sioux City, IA",Hold / Staging
SFDHOLD,Sioux Falls Hold Room,SD,17,201,"Sioux Falls, SD",Hold / Staging
SITKAAK,"Sitka City Jail, Sitka AK",AK,1,87,"Sitka, AK",Non-dedicated
SLINPAZ,Sleep Inn Phoenix,AZ,150,154,"Phoenix, AZ",Hotel
SISAONE,Sleep Inn Suites Airport,NE,128,132,"Omaha, NE",Hotel
SRJDFID,Snake River Juvenile,ID,1,131,"Twin Falls, ID",Family / Youth
SOLONOH,Solon City Jail,OH,0,59,"Solon, OH",Non-dedicated
SOMERME,Somerset County Jail,ME,0,166,"Madison, ME",Non-dedicated
SMRVLTX,Somervell County Sheriff's Dept.,TX,170,171,"Glen Rose, TX",Other / Unknown
SONMACA,Sonoma Co Main Adult Det,CA,94,95,"Santa Rosa, CA",Other / Unknown
SOBAYCA,South Bay Detent Facility,CA,15,180,"Chula Vista, CA",Non-dedicated
WVSCENT,South Central Regional Jail,WV,0,201,"Charleston, WV",Federal
SPIPDTX,South Padre Island Police Dept.,TX,125,126,"South Padre Island, TX",Other / Unknown
SSHSWMA,South Shore Hospital,MA,182,185,"South Weymouth, MA",Medical
STFRCTX,South Texas Fam Residential Center,TX,74,201,"Dilley, TX",Family / Youth
STCDFTX,South Texas ICE Processing Center,TX,0,201,"Pearsall, TX",Dedicated
STDHOLD,South Texas/Pearsall Hold Room,TX,29,201,"Pearsall, TX",Hold / Staging
SOUTECO,Southern Ute Detention Center,CO,0,15,"Ignacio, CO",Non-dedicated
SSHNHNY,Southside Hosp Northwell Hlth,NY,200,201,"Bay Shore, NY",Medical
SPOHOLD,Spokane Hold Room,WA,150,201,"Spokane, WA",Hold / Staging
SPOTSVA,Spotsylvania Reg Med Ctr,VA,183,193,"Fredericksburg, VA",Medical
SPRHONY,Spring Valley Hospital,,196,199,,Medical
SPRNGOR,Springfield City Jail,OR,48,117,"Springfield, OR",Non-dedicated
SPGHOLD,Springfield Dro Hold,MO,24,201,"Strafford, MO",Hold / Staging
BOPSPG,Springfield Fed.Med.Cntr,MO,0,198,"Springfield, MO",Federal
STFRHGA,St Francis Hospital,GA,193,194,"Columbus, GA",Medical
STJMCWA,St Joseph Medical Center,WA,183,201,"Tacoma, WA",Medical
STLAWNY,St Lawrence County Jail,NY,59,60,"Canton, NY",Non-dedicated
SLBHSTX,St Luke's Baptist Hospital,TX,174,176,"San Antonio, TX",Medical
SLHTWTX,St Luke's Health - The Woodlands,TX,183,197,"The Woodlands, TX",Medical
STMARCA,St Mary Medical Center,CA,69,199,"Apple Valley, CA",Medical
STMARAZ,St Mary's Hospital,AZ,55,123,"Tucson, AZ",Medical
STTCJVI,St T Criminal Just Complx,VI,0,179,"Charlotte Amalie, VI",Non-dedicated
STTAMLA,St Tammany Parish Jail,LA,42,183,"Covington, LA",Non-dedicated
STCLAMI,St. Clair County Jail,MI,0,201,"Port Huron, MI",Non-dedicated
STCROWI,St. Croix County Jail,WI,37,38,"Hudson, WI",Non-dedicated
SGUHOLD,"St. George, UT Holdroom",UT,32,201,"Saint George, UT",Hold / Staging
STJONFL,St. John's County Jail,FL,166,199,"St. Augustine, FL",Other / Unknown
STJOSCA,St. Joseph's Hospital,CA,1,165,"Orange, CA",Medical
STJOSAZ,St. Joseph's Hospital & Med. Cen.,AZ,10,200,"Phoenix, AZ",Medical
STLHOLD,St. Louis Holdroom,MO,24,201,"St. Louis, MO",Hold / Staging
STMRYIL,St. Mary of The Nazareth,IL,0,34,"Chicago, IL",Medical
SMARYMD,St. Mary's Co Det Cntr,MD,0,9,"Leonardtown, MD",Non-dedicated
SSPBAAZ,Staybridge Ste Pho  B A ,AZ,142,157,"Phoenix, AZ",Hotel
STGENMO,Ste. Genevieve County Sheriff/Jail,MO,197,201,"Ste. Genevieve, MO",Federal
ALESSAZ,Stes On Scottsdale Casa De Alegria,AZ,151,159,"Scottsdale, AZ",Family / Youth
STEUBNY,Steuben County Jail,NY,0,70,"Bath, NY",Non-dedicated
STEVEWA,Stevens County Jail,WA,2,116,"Colville, WA",Non-dedicated
STWRTGA,Stewart Detention Center,GA,0,201,"Lumpkin, GA",Dedicated
STK,Stockton Staging Facility,CA,7,201,"Stockton, CA",Hold / Staging
STOPDIL,Stone Park Police Dept.,IL,6,23,"Stone Park, IL",Non-dedicated
STORYIA,Story County Jail,IA,106,146,"Nevada, IA",Federal
STRAFNH,Strafford Co Dept Of Corr,NH,0,201,"Dover, NH",Non-dedicated
STRMONY,Strong Memorial Hospital,NY,190,197,"Rochester, NY",Medical
STUHOLD,Stuart Hold Room,FL,89,201,"Stuart, FL",Hold / Staging
STUTSND,"Stutsman Co. Jail, ND",ND,40,49,"Jamestown, ND",Non-dedicated
SUFFONY,Suffolk Co.Correc Fac,NY,108,132,"Riverhead, NY",Federal
SUFFOMA,Suffolk Hoc Sbay,MA,0,137,"Boston, MA",Non-dedicated
SUMMIUT,Summit County Jail,UT,0,196,"Park City, UT",Non-dedicated
SUMTEFL,Sumter County Jail,FL,195,201,"Bushnell, FL",Other / Unknown
SUNNYWA,Sunnyside Jail,WA,0,119,"Sunnyside, WA",Non-dedicated
SNTRHNY,Sunrise Hospital,,198,200,,Medical
SUPHDTX,Super 8 By Wyndham,TX,150,154,"Hidalgo, TX",Hotel
SP8WWTX,Super 8 Wyndham Weslaco,TX,150,152,"Weslaco, TX",Hotel
SSHBWTX,Surestay Hotel Best West,TX,142,151,"Mission, TX",Hotel
SUSSEDE,"Sussex Co Pris,Geotwn,DE",DE,40,46,"Georgetown, DE",Non-dedicated
SUSSENJ,Sussex County Jail,NJ,0,124,"Newton, NJ",Non-dedicated
SUWANFL,Suwannee County Jail,FL,159,200,"Live Oak, FL",Other / Unknown
SWEETWY,Sweetwater County Jail,WY,0,201,"Rock Springs, WY",Federal
SYRHOLD,Syracuse Hold Room,NY,195,201,"N Syracuse, NY",Hold / Staging
CCAHUTX,T Don Hutto Residential Center,TX,0,201,"Taylor, TX",Dedicated
THHEBTX,TX Health Meth Hosp Heb,TX,142,200,"Bedford, TX",Medical
THHMHTX,TX Hlth Harris Meth Hosp,TX,192,194,"Fort Woth, TX",Medical
TACGHWA,Tacoma General Hospital,WA,193,198,"Tacoma, WA",Medical
TALHOLD,Tallahassee Hold Room,FL,88,201,"Tallahassee, FL",Hold / Staging
TALLAMS,Tallahatchie Co Corr Facility,MS,117,200,"Tutwiler, MS",Federal
TAMHOLD,Tampa Hold Room,FL,30,201,"Tampa, FL",Hold / Staging
MATSHOS,Taunton State Hospital,MA,0,130,"Taunton, MA",Medical
TAYLOTX,Taylor County Adult Det.,TX,39,200,"Abilene, TX",Non-dedicated
TELLECO,Teller County Jail,CO,0,200,"Divide, CO",Non-dedicated
TEMPLCA,Temple Medical,CA,18,126,"Los Angeles, CA",Medical
TENSALA,Tensas Parish Det. Cntr.,LA,0,126,"Waterproof, LA",Non-dedicated
BOPTHA,Terre Haute USP,IN,0,107,"Terre Haute, IN",Federal
TETONWY,Teton County Detention Center,WY,0,150,"Jackson, WY",Federal
MATEWKS,Tewksbury State Hospital,MA,3,115,"Tewksbury, MA",Medical
THHHBTX,Tex Health Huguley Hosp,TX,142,200,"Burleson, TX",Medical
TXAHOLD,Texarkana Holdroom,TX,40,201,"Texarkana, TX",Hold / Staging
TVMSATX,Texas Vista Medical Center,TX,167,200,"San Antonio, TX",Medical
TLACYCA,Theo Lacy Facility,CA,22,130,"Orange, CA",Non-dedicated
THPSCTX,Thop Sierra Campus Elp,TX,134,199,"El Paso, TX",Other / Unknown
BOPTRV,Three Rivers FCI,TX,41,138,"Three Rivers,, TX",Federal
TIOGANY,Tioga County Jail,NY,6,67,"Owego, NY",Non-dedicated
TITUSTX,Titus County Jail,TX,105,200,"Mt. Pleasant, TX",Federal
TGREETX,Tom Green Cty Jail,TX,0,201,"San Angelo, TX",Federal
TOOELUT,Tooele County Jail,UT,86,201,"Tooele, UT",Federal
TOOLEMT,Toole County Jail,MT,0,187,"Shelby, MT",Non-dedicated
TORHOLD,Tornillo Adult Hold Room,TX,121,135,"Tornillo, TX",Hold / Staging
TOORANM,"Torrance/Estancia, NM",NM,0,201,"Estancia, NM",Non-dedicated
TRVLIAZ,Traveler's Inn - Phoenix,AZ,144,145,"Phoenix, AZ",Hotel
TRAVITX,Travis County Jail,TX,21,125,"Austin, TX",Non-dedicated
TRICOIL,Tri-County Jail,IL,0,90,"Ullin, IL",Non-dedicated
TRRMCNJ,Trinitas Regional Med Ctr,NJ,175,201,"Elizabeth, NJ",Medical
TAKARTX,Trusted Adult Karnes FSC,TX,163,171,"San Antonio, TX",Other / Unknown
TASTDTX,Trusted Adult South Tex Dilley FSC,TX,163,172,"Dilley, TX",Other / Unknown
BOPTCN,Tucson Fed.Corr.Inst.,AZ,85,198,"Tucson, AZ",Federal
TUCHOLD,Tucson INS Hold Room,AZ,0,201,"Tucson, AZ",Hold / Staging
TULCOOK,Tulsa County Jail,OK,0,201,"Tulsa, OK",Non-dedicated
TULHOLD,Tulsa Hold Room,OK,121,201,"Tulsa, OK",Hold / Staging
TGKJLFL,Turner Guiford Knight (TGK) Jail,FL,199,201,"Miami, FL",Other / Unknown
TFALLID,Twin Falls County Jail,ID,0,188,"Twin Falls, ID",Non-dedicated
TFIHOLD,Twin Falls Hold Room,ID,75,201,"Twin Falls, ID",Hold / Staging
TBRJLME,Two Bridges Regional Jail,ME,196,201,"Wiscasset, ME",Federal
DETHOLD,"U.S. Immigration, Detroit",MI,0,201,"Detroit, MI",Hold / Staging
UCSDMCA,UC San Diego Medical Center,CA,183,187,"San Diego, CA",Medical
UMASSMA,UMass Memorial Medical Center,MA,197,199,"Worcester, MA",Medical
UPMCAPA,UPMC Altoona,PA,177,192,"Altoona, PA",Other / Unknown
SPMHOLD,US INS/Detention & Deportation,MN,0,201,"Bloomington, MN",Hold / Staging
USMVT,"US Marshal's, Vermont",VT,16,83,"Burlington, VT",Federal
USMS3TX,US Marshals  SDTX,TX,75,106,"Mcallen, TX",Federal
USMS2TX,US Marshals  SDTX,TX,65,129,"Houston, TX",Other / Unknown
USMSDMS,"US Marshals, S.Dist, MS",MS,75,98,"Jackson, MS",Federal
USMWDLA,"US Marshals, W.D. LA.",LA,81,191,"Shreveport, LA",Federal
USMSDFL,"US Marshals,S.Dist.FL",FL,17,21,"Miami, FL",Federal
BOPTCP,US Penitentiary Tucson,AZ,33,123,"Tucson, AZ",Federal
BOPCAA,USP Canaan,PA,11,197,"Waymart, PA",Federal
UCHUHCO,Uchealth Unv Hosp Of Co,CO,171,201,"Aurora, CO",Medical
UINTAWY,Uinta County Jail,WY,8,201,"Evanston, WY",Federal
UINTCUT,Uintah County Jail,UT,34,96,"Vernal, UT",Non-dedicated
NYULSTC,"Ulster CF, Napanoch",NY,103,104,"Napanoch, NY",Other / Unknown
UMATCOR,Umatilla Co Jail,OR,1,95,"Pendleton, OR",Non-dedicated
UNIONNM,Union County Detention Center,NM,9,13,"Clayton, NM",Non-dedicated
UNIONSD,Union County Jail,SD,33,201,"Elk Point, SD",Federal
UHOSPIN,Union Hospital,IN,185,200,"Terre Haute, IN",Medical
UMEMCNY,United Memorial Med Ctr,NY,184,200,"Batavia, NY",Medical
UPSLHIA,Unity Point Hlth St Lukes Hosp,IA,185,186,"Cedar Rapids, IA",Medical
UPSLSIA,Unitypoint Hlth St Lukes Hosp SXC,IA,200,201,"Sioux City, IA",Medical
UHGMCOH,Univ Hosp Geauga Med Ctr,OH,171,201,"Chardon, OH",Medical
UNMEDMD,Univ of Maryland Medical Center,MD,196,199,"Baltimore, MD",Medical
UNIVHNJ,University Hospital,NJ,178,201,"Newark, NJ",Medical
UVHSATX,University Hospital,TX,166,201,"San Antonio, TX",Medical
UMCEPTX,University Med Center of El Paso,TX,133,198,"El Paso, TX",Medical
UMIAHFL,University Of Miami Hospital,FL,95,199,"Miami, FL",Medical
UNMHANM,University of New Mexico Hospital,NM,188,199,"Albuquerque, NM",Medical
UCSDHCA,Unv California San Diego Hospital,CA,165,175,"San Diego, CA",Medical
UPSTANY,Upstate University Hospital,NY,33,34,"Syracuse, NY",Medical
UTAHCUT,Utah County Jail,UT,0,168,"Spanish Fork, UT",Non-dedicated
UVALDTX,Uvalde County Jail,TX,110,199,"Uvalde, TX",Other / Unknown
VCUHOVA,VCU Health Tappahannock Hospital,VA,199,200,"Tappahannock, VA",Medical
VTDCORR,VT. Dept. Of Corrections,VT,0,200,"Waterbury, VT",Non-dedicated
VALJUTX,Val Verde County Juvenile,TX,14,29,"Del Rio, TX",Family / Youth
VALVETX,Val Verde Detention Center,TX,13,201,"Del Rio, TX",Federal
VBHOSTX,Valley Baptist Hospital,TX,0,201,"Harlingen, TX",Medical
VWHMCAZ,Valleywise Health Med Ctr,AZ,173,201,"Phoenix, AZ",Medical
VNBRNMI,Van Buren Township PD,MI,0,17,"Belleville, MI",Non-dedicated
VRK,Varick Street SPC,NY,0,176,"New York, NY",Hold / Staging
PRVEGAL,Vega Alta Det. Facility,PR,24,69,"Vega Alta, PR",Non-dedicated
VENTUCA,Ventura County Jail,CA,5,168,"Ventura, CA",Federal
VENHOLD,Ventura Custody Case,CA,0,201,"Camarrillo, CA",Hold / Staging
VVGMCCA,Victor Valley Global Med Center,CA,68,201,"Victorville, CA",Medical
VICTOTX,Victoria County Jail,TX,158,201,"Victoria, TX",Non-dedicated
VIRBEVA,Virginia Beach,VA,0,201,"Virginia Beach, VA",Non-dedicated
