detention_facility_code,name,state,type,start,end,place
COSTACA,Costa Mesa College Hosp,CA,Medical,0,58,"Costa Mesa, CA"
CISPVLA,County Inn & Ste By Rad,LA,Hotel,144,145,"Pineville, LA"
CHMCINY,Courthouse USM Cntl Islip,NY,Other / Unknown,137,209,"Central Islip, NY"
COWJVWA,Cowlitz Co. Juv. Det.,WA,Family / Youth,0,151,"Longview, WA"
COXMEMO,Coxhealth Medical Center South,MO,Medical,197,203,"Springfield, MO"
CRGHOLD,Craig Holdroom,CO,Hold / Staging,24,209,"Craig, CO"
CCHAUTX,Cross Creek Hospital,TX,Medical,187,193,"Austin, TX"
CROWGMN,Crow Wing County Jail,MN,Non-dedicated,33,210,"Brainerd, MN"
CPPAPAZ,Crowne Plaza Phoenix Ap,AZ,Hotel,142,145,"Phoenix, AZ"
CRYCCTX,Crystal City Corr. Center,TX,Federal,54,206,"Crystal City, TX"
CASPSAC,Csp-Sacramento,CA,Non-dedicated,78,200,"Represa, CA"
CULBETX,Culberson County Sheriff's,TX,Non-dedicated,122,208,"Van Horn, TX"
CULPEVA,Culpeper Co. Adult Det. Center,VA,Non-dedicated,31,208,"Culpeper, VA"
CUMBEME,Cumberland County Jail,ME,Federal,0,208,"Portland, ME"
BOPCUM,Cumberland FCI,MD,Federal,0,19,"Cumberland, MD"
CURRYNM,Curry County Det Fac,NM,Non-dedicated,46,206,"Clovis, NM"
CUSTEMT,Custer County Jail,MT,Non-dedicated,0,1,"Miles City, MT"
GADRYJM,D. Ray James Prison,GA,Federal,120,190,"Folkston, GA"
DCDOCDC,DC Dept Of Corrections,DC,Federal,13,70,"Washington, DC"
SAJHOLD,DHS/ICE/DRO,PR,Hold / Staging,0,210,"Guaynabo, PR"
DSMCNTX,DSMC - Del Sol Medical Center,TX,Medical,117,204,"El Paso, TX"
FLDADCI,Dade Correctional Inst,FL,Other / Unknown,74,204,"Florida City, FL"
DAKOTNE,Dakota County Jail,NE,Federal,14,210,"Dakota City, NE"
BOPDAL,Dalby Correctional Institute,TX,Federal,101,174,"Post, TX"
DALCOTX,Dallas County Jail-Lew Sterrett,TX,Federal,72,210,"Dallas, TX"
DALHOLD,Dallas F.O. Hold,TX,Hold / Staging,0,210,"Dallas, TX"
DAUPHPA,"Dauphin Cnty Jail, PA",PA,Other / Unknown,105,106,"Harrisburg, PA"
DAVIDTN,Davidson Co. Sheriff Dept,TN,Non-dedicated,0,207,"Nashville, TN"
DVCSDKY,Daviess County Detention Center,KY,Non-dedicated,204,210,"Owensboro, KY"
DAVISUT,Davis Co. Jail,UT,Non-dedicated,203,210,"Farmington, UT"
DAWSOMT,Dawson County Jail,MT,Non-dedicated,7,60,"Glendive, MT"
DIIHBMD,Days Inn Inner Harbor Baltimore,MD,Hotel,127,129,"Baltimore, MD"
DEAPDMI,Dearborn Police Dept.,MI,Non-dedicated,0,187,"Dearborn, MI"
DEKALGA,Dekalb Co Jail,GA,Other / Unknown,10,15,"Decatur, GA"
DEKALAL,Dekalb County Detention Center,AL,Federal,0,207,"Fort Payne, AL"
DEKABGA,Dekalb County Jail,GA,Non-dedicated,141,172,"Decatur, GA"
DLAMOCA,Del Amo Psychiatric Hospital,CA,Medical,38,39,"Torrance, CA"
DLRHOLD,Del Rio DRO Hold Room,TX,Hold / Staging,57,209,"Del Rio, TX"
DHDFNJ,Delaney Hall Detention Facility,NJ,Non-dedicated,34,210,"Newark, NJ"
DELAWPA,Delaware Co Jail,PA,Federal,81,139,"Thornton, PA"
DECCSMY,Delaware Correction Center,DE,Other / Unknown,99,122,"Smyrna, DE"
DELTACO,Delta County Jail,CO,Non-dedicated,1,11,"Delta, CO"
DENIICO,Denver CDF II,CO,Dedicated,123,158,"Aurora, CO"
DENICDF,Denver Contract Det. Fac.,CO,Dedicated,0,210,"Aurora, CO"
DENVECO,Denver County Jail,CO,Federal,0,208,"Denver, CO"
DNHMCCO,Denver Health Medical Center,CO,Medical,67,204,"Denver, CO"
DENHOLD,Denver Hold Room,CO,Hold / Staging,0,210,"Denver, CO"
DENCICO,Denver Justice Center,CO,Non-dedicated,0,13,"Denver, CO"
DEPCOGU,Department Of Corrections,GU,Non-dedicated,0,208,"Mangilao, GU"
DEPYOGU,Department Of Youth Affairs,GU,Family / Youth,2,8,"Barrigada, GU"
GUDOCHG,Dept Of Corrections-Hagatna,GU,Federal,7,210,"Hagatna, GU"
DSMHOLD,Des Moines Hold Room,IA,Hold / Staging,28,210,"Des Moines, IA"
DSRTVCA,Desert Valley Hospital,CA,Medical,68,204,"Victorville, CA"
CADESVI,Desert View,CA,Dedicated,43,210,"Adelanto, CA"
DVHSPNV,Desert View Hospital,NV,Medical,177,204,"Pahrump, NV"
BOPDEV,Devens FMC,MA,Federal,200,201,"Ayer, MA"
OKDBACK,Diamondback Corr Facility,OK,Non-dedicated,207,210,"Watonga, OK"
DILLSAF,Dilley Processing Single Female,TX,Dedicated,204,210,"Dilley, TX"
DRHCSTX,Dimmit Regional Hospital,TX,Medical,174,175,"Carrizo Springs, TX"
WIDODGE,"Dodge Corr Institute, Wau",WI,Non-dedicated,31,86,"Waupun, WI"
DODGEWI,"Dodge County Jail, Juneau",WI,Federal,0,210,"Juneau, WI"
DONAANM,Dona Ana County Detention Facility,NM,Non-dedicated,97,206,"Las Cruces, NM"
DORCHMD,Dorchester Co Det Cntr,MD,Non-dedicated,0,168,"Cambridge, MD"
DORCDSC,Dorchester Co Det Ctr,SC,Federal,177,210,"Summerville, SC"
DOUGLOR,Douglas Co. Jail,OR,Non-dedicated,0,53,"Roseburg, OR"
DOUGLWI,Douglas Co. Wisconsin,WI,Non-dedicated,103,210,"Superior, WI"
DOCORNE,Douglas County Correction,NE,Non-dedicated,0,160,"Omaha, NE"
DOUGLCO,Douglas County Detention Center,CO,Non-dedicated,0,206,"Castle Rock, CO"
DVDHOLD,Dover Holdroom,DE,Hold / Staging,3,210,"Dover, DE"
DRURYCO,Drury Inn,CO,Hotel,0,144,"Denver, CO"
DISSATX,Drury Inn & Stes SNA Ap,TX,Hotel,142,164,"San Antonio, TX"
DISPTAZ,Drury Inn Stes Pho Tempe,AZ,Hotel,143,146,"Tempe, AZ"
DULHOLD,Duluth Hold Room,MN,Hold / Staging,127,183,"Duluth, MN"
DUPAGIL,Dupage County Jail,IL,Non-dedicated,10,23,"Wheaton, IL"
DURHOLD,Durango Holdroom,CO,Hold / Staging,25,210,"Durango, CO"
DUTCHAK,Dutch Harbor City Jail,AK,Non-dedicated,2,4,"Unalaska, AK"
DUVALFL,Duval/Jacksonville Jail,FL,Non-dedicated,0,12,"Jacksonville, FL"
CHSHOLD,ERO Charleston WV Hold Room,WV,Hold / Staging,208,210,"Poca, WV"
EROFCB,ERO El Paso Camp East Montana,TX,Dedicated,202,210,"El Paso, TX"
EAGLECO,Eagle County Jail,CO,Non-dedicated,17,68,"Eagle, CO"
EHDLGTX,East Hidalgo Detention Center,TX,Federal,29,210,"La Villa, TX"
EMESACA,East Mesa Detent Facility,CA,Non-dedicated,8,96,"San Diego, CA"
NYEASTC,Eastern C.F. Napanoch,NY,Other / Unknown,162,166,"Napanoch, NY"
WVEASTR,Eastern Regional Jail,WV,Federal,3,210,"Martinsburg, WV"
ECOLOWA,Econolodge Motel,WA,Hotel,1,147,"Tukwila, WA"
ECTORTX,Ector County Correction Center,TX,Non-dedicated,0,31,"Odessa, TX"
ECLECTX,Ector County L.E.C.,TX,Other / Unknown,125,207,"Odessa, TX"
EFMHMFL,Ed Fraser Memorial Hospital,FL,Medical,173,180,"Macclenny, FL"
EDDCONM,Eddy County Jail,NM,Non-dedicated,39,162,"Carlsbad, NM"
EDENDTX,Eden Det Center,TX,Federal,5,17,"Eden, TX"
EDNHOLD,Eden Det Ctr Hold Room,TX,Hold / Staging,133,176,"Eden, TX"
EDNDCTX,Eden Detention Ctr,TX,Other / Unknown,130,210,"Eden, TX"
EDCHOLD,Eden Hold Room,TX,Hold / Staging,54,87,"Eden, TX"
EDNBGTX,Edinburg Police Dept.,TX,Other / Unknown,64,207,"Edinburg, TX"
ECRMCCA,El Centro Regional Med Ctr,CA,Medical,183,202,"El Centro, CA"
ECC,El Centro SPC,CA,Dedicated,0,209,"El Centro, CA"
EPBHSTX,El Paso Behavioral Health System,TX,Medical,113,204,"El Paso, TX"
EPCDFTX,El Paso County Detention Facility,TX,Other / Unknown,174,210,"El Paso, TX"
ELPASCO,El Paso County Jail (CO),CO,Non-dedicated,0,114,"Colorado Springs, CO"
ELPCOTX,El Paso County Jail (TX),TX,Non-dedicated,107,207,"El Paso, TX"
EPLTATX,El Paso LTAC Hospital,TX,Medical,134,204,"El Paso, TX"
EPC,El Paso SPC,TX,Dedicated,0,210,"El Paso, TX"
EPCJUVI,El Paso SPC Juvenile,TX,Hold / Staging,15,207,"El Paso, TX"
EPSSFTX,El Paso Soft Sided Facility,TX,Hold / Staging,197,206,"El Paso, TX"
ELVDFTX,El Valle Detention Facility,TX,Non-dedicated,117,210,"Raymondville, TX"
ELBERCO,Elbert County Jail,CO,Non-dedicated,2,3,"Kiowa, CO"
ELGPDIL,Elgin Police Dept. Jail,IL,Non-dedicated,0,108,"Elgin, IL"
ELZICDF,Elizabeth Contract D.F.,NJ,Dedicated,0,210,"Elizabeth, NJ"
ELKHAIN,Elkhart County Jail,IN,Other / Unknown,122,136,"Elkhart, IN"
ELMORID,Elmore County Jail,ID,Federal,8,210,"Mountain Home, ID"
EAZ,Eloy Federal Contract Fac,AZ,Dedicated,0,210,"Eloy, AZ"
BOEHOLD,Elp Boeing Dr Holdroom,TX,Hold / Staging,0,126,"El Paso, TX"
ESHSATX,Embassy Ste Hltn NW I-10,TX,Hotel,156,157,"San Antonio, TX"
EMBSATX,Embassy Ste Hltn SNA Ap,TX,Hotel,150,151,"San Antonio, TX"
EMBCRNC,Embassy Suites By Hilton,NC,Hotel,120,180,"Cary, NC"
EMBSYCO,Embassy Suites Hotel,CO,Hotel,46,48,"Denver, CO"
ENLMCCA,Enloe Medical Center,CA,Medical,173,200,"Chico, CA"
EIRHONY,Erie Co Holding Center,NY,Hold / Staging,29,30,"Buffalo, NY"
ERICONY,Erie County Holding Center,NY,Hold / Staging,0,6,"Buffalo, NY"
ERICOPA,"Erie County Jail, PA",PA,Federal,0,210,"Erie, PA"
ECMCBNY,Erie County Medical Center,NY,Medical,57,203,"Buffalo, NY"
ESKHLIN,Eskenazi Health,IN,Medical,202,203,"Indianapolis, IN"
ESSEXMA,"Essex Co. Jail, Middleton",MA,Non-dedicated,0,208,"Middleton, MA"
ESSEXNJ,Essex County Jail,NJ,Non-dedicated,0,204,"Newark, NJ"
ESSEXNY,Essex County Jail,NY,Non-dedicated,1,32,"Lewis, NY"
ETOWAAL,Etowah County Jail (AL),AL,Federal,0,210,"Gadsden, AL"
ETWHOLD,Etowah ERO Hold Room,AL,Hold / Staging,32,209,"Gadsden, AL"
EUGHOLD,Eugene Holdroom,OR,Hold / Staging,14,210,"Eugene, OR"
EULESTX,Euless City Jail,TX,Non-dedicated,0,160,"Euless, TX"
EXTSAAZ,Extended Stay America,AZ,Hotel,160,161,AZ
ESAPAAZ,Extended Stay America Pho Ap,AZ,Hotel,149,150,"Phoenix, AZ"
BOPBER,FCI Berlin,NH,Federal,197,210,"Berlin, NH"
BOPGIL,FCI Gilmer,WV,Federal,103,104,"Glenville, WV"
BOPVIM,FCI Victorville,CA,Federal,32,204,"Victorville, CA"
BOPPHL,FDC Philadelphia,PA,Federal,196,210,"Philadelphia, PA"
FCLT8CA,Facility 8 Detention Facility,CA,Other / Unknown,85,197,"San Diego, CA"
AKFAIRB,Fairbanks Corr Ctr,AK,Non-dedicated,0,207,"Fairbanks, AK"
FAICOVA,Fairfax Co Jail,VA,Federal,6,89,"Fairfax, VA"
FXADCVA,Fairfax Co. Adult Detention Center,VA,Non-dedicated,97,116,"Fairfax, VA"
FRFLDWY,Fairfield Inn & Suites,WY,Hotel,116,134,"Cheyenne, WY"
BOPFAI,Fairton FCI,NJ,Federal,109,130,"Fairton, NJ"
FAULKSD,Faulk County Jail,SD,Non-dedicated,31,32,"Faulkton, SD"
FAULKAR,Faulkner County Jail,AR,Non-dedicated,0,4,"Conway, AR"
FAYETKY,Fayette County Detention Center,KY,Federal,76,210,"Lexington, KY"
FAYHOLD,Fayetteville Hold Room,AR,Hold / Staging,15,209,"Fayetteville, AR"
FDLHOLD,Ferndale Hold Room,WA,Hold / Staging,169,210,"Ferndale, WA"
FERRYWA,Ferry County Jail,WA,Non-dedicated,11,16,"Republic, WA"
FINNEKS,Finney County Jail,KS,Non-dedicated,141,210,"Garden City, KS"
NYFISHC,Fishkill C.F. Beacon Ny,NY,Other / Unknown,124,181,"Beacon, NY"
FLGLRFL,Flagler County Jail,FL,Other / Unknown,184,210,"Bunnell, FL"
FLATHMT,Flathead County Jail,MT,Non-dedicated,0,161,"Kalispell, MT"
FLORHAZ,Florence Hospital,AZ,Medical,170,204,"Florence, AZ"
FLO,Florence SPC,AZ,Dedicated,0,210,"Florence, AZ"
FSF,Florence Staging Facility,AZ,Hold / Staging,0,210,"Florence, AZ"
FLDSSFS,Florida Soft-Sided Facility-South,FL,Dedicated,200,210,"Ochopee, FL"
FLSPSTA,"Florida St. Pris.,Starke",FL,Other / Unknown,100,101,"Raiford, FL"
FLOYDGA,Floyd County Jail,GA,Federal,127,210,"Rome, GA"
FIPCDGA,Folkston D Ray ICE Processing Ctr,GA,Dedicated,202,210,"Folkston, GA"
FIPCMGA,Folkston Main IPC,GA,Dedicated,119,210,"Folkston, GA"
FNDDUWI,Fond Du Lac County Sheriff/Jail,WI,Other / Unknown,153,210,"Fond Du Lac, WI"
FORSYNC,Forsyth County Jail,NC,Federal,0,188,"Winston-Salem, NC"
FLHOSFL,Fort Lauderdale Hospital,FL,Medical,109,197,"Fort Lauderdale, FL"
FMYHOLD,Fort Myers ERO Holdroom,FL,Hold / Staging,90,210,"Fort Myers, FL"
FSAHOLD,Fort Smith Holdroom,AR,Hold / Staging,29,209,"Fort Smith, AR"
FPSSAWA,Four Pts Sheraton Sea Ap,WA,Hotel,155,178,"Des Moines, WA"
FRANKWA,Franklin County,WA,Non-dedicated,2,3,"Pasco, WA"
FRANKNC,Franklin County Detention Center,NC,Non-dedicated,208,210,"Louisburg, NC"
FRANKPA,Franklin County Jail,PA,Other / Unknown,199,210,"Chambersburg, PA"
FRACOVT,"Franklin County Jail, VT",VT,Non-dedicated,0,121,"Saint Albans, VT"
GREENMA,Franklin House of Corrections,MA,Federal,0,203,"Greenfield, MA"
FREDEMD,Frederick County Det. Cen,MD,Non-dedicated,0,194,"Frederick, MD"
FCOHOLD,Frederick Holdroom,CO,Hold / Staging,86,87,"Frederick, CO"
FRDHOLD,Frederick Holdroom,CO,Hold / Staging,86,210,"Frederick, CO"
FREEBMN,"Freeborn County Jail, MN",MN,Non-dedicated,3,210,"Albert Lea, MN"
FREESTX,Freestone County Jail,TX,Non-dedicated,170,171,"Fairfield, TX"
FREMOCO,"Fremont County Jail, CO",CO,Non-dedicated,0,67,"Canon City, CO"
FREMOWY,"Fremont County Jail, WY",WY,Non-dedicated,5,6,"Lander, WY"
FRECOCA,Fresno County Jail,CA,Non-dedicated,87,88,"Fresno, CA"
FREHOLD,Fresno Holdroom,CA,Hold / Staging,0,210,"Fresno, CA"
FRIOCTX,Frio County Jail,TX,Non-dedicated,133,134,"Pearsall, TX"
FRIRHTX,Frio Regional Hospital,TX,Medical,168,204,"Pearsall, TX"
FLBHCFL,Ft Lauderdale Behavor Hlth Ctr,FL,Medical,128,204,"Oakland Park, FL"
FULCJIN,Fulton Co Jail Indiana,IN,Federal,204,210,"Rochester, IN"
GALLAMT,Gallatin County Jail,MT,Non-dedicated,1,185,"Bozeman, MT"
GCPFCKS,Garden City Processing @ Finney Co,KS,Other / Unknown,177,209,"Garden City, KS"
GARVIOK,Garvin County Jail,OK,Non-dedicated,0,210,"Pauls Valley, OK"
GASTNNC,Gaston County Jail,NC,Non-dedicated,0,204,"Gastonia, NC"
GEAUGOH,Geauga County Jail,OH,Federal,34,210,"Chardon, OH"
GSMCDPA,Geisinger Medical Center,PA,Medical,184,186,"Danville, PA"
GENESNY,Genesee County Jail,NY,Federal,0,43,"Batavia, NY"
BAILECA,George Bailey Detent Faci,CA,Non-dedicated,35,102,"San Diego, CA"
IAHSFTX,George Bush Intercontinental,TX,Hold / Staging,70,210,"Houston, TX"
GRGBVTX,Georgetown Behavioral Hospital,TX,Medical,193,200,"Georgetown, TX"
GIJUVAZ,Gila County Juvenile Det Center,AZ,Family / Youth,0,9,"Globe, AZ"
GLADEFL,Glades County Detention Center,FL,Non-dedicated,0,210,"Moore Haven, FL"
GLEPDCA,Glendale Police Dept,CA,Non-dedicated,0,202,"Glendale, CA"
GSCHOLD,Glenwood Springs Holdroom,CO,Hold / Staging,24,210,"Glenwood Springs, CO"
GLOUCNJ,Gloucester County Jail,NJ,Non-dedicated,20,21,"Woodbury, NJ"
GLDSACA,Golden State Annex,CA,Dedicated,143,210,"Mcfarland, CA"
GSAMHCA,Good Samaritan Hospital,CA,Medical,173,174,"San Jose, CA"
GOODCID,Gooding County Jail,ID,Other / Unknown,164,185,"Gooding, ID"
AKGSCCC,Goose Creek Correctional Center,AK,Other / Unknown,146,183,"Wasilla, AK"
GOSHEWY,Goshen County Jail,WY,Non-dedicated,1,2,"Torrington, WY"
GCLECOK,Grady County Law Enforcement Ctr,OK,Other / Unknown,116,206,"Chickasha, OK"
GMHATGA,Grady Memorial Hospital,GA,Medical,173,204,"Atlanta, GA"
GRAHAAZ,Graham Co Jail Safford AZ,AZ,Other / Unknown,162,163,"Safford, AZ"
GFJUVND,Grand Forks Co. Juvenile,ND,Family / Youth,1,206,"Grand Forks, ND"
GFCORND,Grand Forks County Correc,ND,Non-dedicated,0,210,"Grand Forks, ND"
GRFHOLD,Grand Forks Hold Room,ND,Hold / Staging,16,210,"Grand Forks, ND"
GRIHOLD,Grand Island Hold Room,NE,Hold / Staging,27,207,"Grand Island, NE"
GJCHOLD,Grand Junction Holdroom,CO,Hold / Staging,24,210,"Grand Junction, CO"
GRMHOLD,Grand Rapids Holdroom,MI,Hold / Staging,65,210,"Grand Rapids, MI"
GRANTWA,Grant County,WA,Non-dedicated,0,10,"Ephrata, WA"
GRANTOR,Grant County Jail,OR,Non-dedicated,4,31,"Canyon City, OR"
GRYDCKY,Grayson County Det Center (Female),KY,Federal,31,53,"Leitchfield, KY"
GRAYSKY,Grayson County Detention Center,KY,Federal,0,210,"Leitchfield, KY"
NYGREAC,Great Meadow C.F.,NY,Other / Unknown,167,202,"Comstock, NY"
GPCHOLD,Great Plains CI Holdroom,OK,Hold / Staging,89,142,"Hinton, OK"
GREENMO,Greene County Jail,MO,Non-dedicated,1,210,"Springfield, MO"
GRRHOLD,Greer Hold Room,SC,Hold / Staging,72,210,"Greer, SC"
NYGROVC,Groveland C.F. Sonyea,NY,Other / Unknown,158,189,"Sonyea, NY"
GUADATX,Guadalupe Cty Jail,TX,Non-dedicated,1,89,"Seguin, TX"
GUAMHGU,Guam Memorial Hospital,GU,Medical,199,200,"Tamuning, GU"
BOPGUA,Guaynabo MDC (San Juan),PR,Federal,0,197,"San Juan, PR"
GWINNGA,Gwinnett County Jail,GA,Non-dedicated,0,51,"Lawrenceville, GA"
HCAFMFL,HCA Florida Memorial Hospital,FL,Medical,173,204,"Jacksonville, FL"
HCAHCTX,HCA Houston Hc Conroe,TX,Medical,170,204,"Conroe, TX"
HACMCNJ,Hackensack Med Ctr,NJ,Medical,172,173,"Hackensack, NJ"
HAILEID,Haile Det. Center,ID,Non-dedicated,0,199,"Caldwell, ID"
HALLJGA,Hall Co Jail,GA,Federal,0,210,"Gainesville, GA"
HASHENE,Hall County Sheriff,NE,Non-dedicated,2,210,"Grand Island, NE"
HAMILTN,Hamilton Co. Jail (Tenn),TN,Non-dedicated,201,202,"Chattanooga, TN"
HAMILTX,Hamilton County Jail (TX),TX,Other / Unknown,170,171,"Hamilton, TX"
HAMPDMA,Hampden Co.House Of Corr.,MA,Non-dedicated,94,110,"Ludlow, MA"
HISAXLA,Hampton Inn & Stes Alexandria,LA,Hotel,152,153,"Alexandria, LA"
HISEPTX,Hampton Inn & Stes Elp Ap,TX,Hotel,137,142,"El Paso, TX"
HISMCTX,Hampton Inn & Stes Mcallen,TX,Hotel,138,179,"Mcallen, TX"
HAMPITX,Hampton Inn Pearsall,TX,Family / Youth,150,151,"Pearsall, TX"
HIPANAZ,Hampton Inn Pho Airport N,AZ,Hotel,138,151,"Phoenix, AZ"
HRREGVA,Hampton Roads Regional Jail,VA,Federal,0,66,"Portsmouth, VA"
HCPSCMS,Hancock Co Pub Sfty Cplx,MS,Non-dedicated,139,210,"Bay St. Louis, MS"
HAVMCWA,Harborview Medical Center,WA,Medical,186,187,"Seattle, WA"
HARDEFL,Hardee County Jail,FL,Other / Unknown,101,208,"Wauchula , FL"
HARDJIA,Hardin Co Jail,IA,Non-dedicated,0,210,"Eldora, IA"
HLGHOLD,Harlingen Hold Room,TX,Hold / Staging,14,210,"Harlingen, TX"
HMCHOTX,Harlingen Medical Center,TX,Medical,0,202,"Harlingen, TX"
HRLGNTX,Harlingen Police Dept.,TX,Other / Unknown,64,205,"Harlingen, TX"
HSF,Harlingen Staging Facility,TX,Hold / Staging,0,55,"Harlingen, TX"
HARRIGA,Harris County Jail,GA,Non-dedicated,48,49,"Hamilton, GA"
HCPSYTX,Harris County Psychiatric Center,TX,Medical,96,204,"Houston, TX"
HHBTHTX,Harris Health Ben Taub Hospital,TX,Medical,180,203,"Houston, TX"
LBJHSTX,Harris Health LBJ Hospital,TX,Medical,192,203,"Houston, TX"
HARRIMS,Harrison Detention Center,MS,Non-dedicated,202,208,"Gulfport, MS"
HBGHOLD,Harrisonburg Hold Room,VA,Hold / Staging,32,210,"Harrisonburg, VA"
HARFOCT,Hartford Corr Center,CT,Non-dedicated,32,203,"Hartford, CT"
HARHOLD,Hartford Office,CT,Hold / Staging,0,210,"Hartford, CT"
HASMHTX,Haskell Memorial Hospital,TX,Medical,142,145,"Haskell, TX"
HSELPTX,Hawthorn Stes El Paso Airp,TX,Hotel,150,151,"El Paso, TX"
HACTCND,Heart Of America Corr,ND,Other / Unknown,166,167,"Rugby, ND"
HELHOLD,Hel District Custody,MT,Hold / Staging,3,210,"Helena, MT"
HENDENC,Henderson County Det. Fac.,NC,Non-dedicated,0,205,"Hendersonville, NC"
HENDETX,Henderson County Jail,TX,Non-dedicated,131,162,"Athens, TX"
HENDENV,Henderson Detention,NV,Federal,28,210,"Henderson, NV"
HDHSPNV,Henderson Hospital,NV,Medical,176,204,"Henderson, NV"
HENHOLD,Hendersonville Hold Room,NC,Hold / Staging,75,210,"Hendersonville, NC"
HNDMCTX,Hendrick Medical Center,TX,Medical,145,201,"Abilene, TX"
HENDRFL,Hendry County Jail,FL,Non-dedicated,122,207,"Labelle, FL"
HCMCMMN,Hennepin County Med Ctr,MN,Medical,202,203,"Minneapolis, MN"
HENRIVA,Henrico County Jail,VA,Non-dedicated,201,207,"Barhamsville, VA"
HNYHOMI,Henry Ford Hospital,MI,Medical,189,190,"Detroit, MI"
HNRMCFL,Henry Regional Medical Center,FL,Medical,111,161,"Clewiston, FL"
HERNAFL,Hernando County Jail,FL,Non-dedicated,0,209,"Brooksville, FL"
HIDALNM,Hidalgo County Detention Center,NM,Non-dedicated,78,209,"Lordsburg, NM"
HIDALTX,Hidalgo County Jail,TX,Non-dedicated,26,207,"Edinburg, TX"
HDLGOTX,Hidalgo Police Dept.,TX,Other / Unknown,67,160,"Hidalgo, TX"
AKHIGHL,Highland Mtn Cor Ctr,AK,Federal,0,207,"Eagle River, AK"
HGHBECO,Highlands Behavioral Health,CO,Medical,195,197,"Littleton, CO"
HILLCMT,Hill County Justice Center,MT,Federal,0,124,"Havre, MT"
HICOJFL,Hillsborough County Jail,FL,Non-dedicated,3,210,"Tampa, FL"
HOKLYTX,Hockley County Jail,TX,Non-dedicated,31,32,"Levelland, TX"
HISPAAZ,Holiday Inn & Ste Pho Ap,AZ,Hotel,142,159,"Phoenix, AZ"
HIESPAZ,Holiday Inn Exp Phoenix,AZ,Hotel,142,159,"Phoenix, AZ"
HOLIETX,Holiday Inn Exp SNA Ap,TX,Hotel,144,175,"San Antonio, TX"
HIESATX,Holiday Inn Exp San Antonio,TX,Hotel,142,152,"San Antonio, TX"
HIEXSTX,Holiday Inn Expr & Stes Pearsall,TX,Hotel,149,154,"Pearsall, TX"
HIELPTX,Holiday Inn Express & Suites,TX,Hotel,149,153,"El Paso, TX"
HIRAYTX,Holiday Inn Express & Suites,TX,Hotel,156,158,TX
HESPCAZ,Holiday Inn Express Casa De La Luz,AZ,Family / Youth,150,159,"Phoenix, AZ"
HIPDBAZ,Holiday Inn Pho Dwtn Ballpark,AZ,Hotel,144,156,"Phoenix, AZ"
HISDBCA,Holiday Inn SND Bayside,CA,Hotel,149,151,"San Diego, CA"
HLYCHIL,Holy Cross Hospital,IL,Medical,90,100,"Chicago, IL"
BOPHON,Honolulu Federal Detention Center,HI,Federal,0,210,"Honolulu, HI"
HPKNSKY,Hopkins County Jail,KY,Federal,197,210,"Madisonville, KY"
HOSPSPR,Hospital Pavia-Santurce,PR,Medical,80,111,"San Juan, PR"
HAVACTX,Hotel Ava Casa Do Tranquilidade,TX,Family / Youth,156,162,"Laredo, TX"
HTLPPTX,Hotel Pharr Plaza,TX,Hotel,142,159,"Pharr, TX"
HOUICDF,Houston Contract Det.Fac.,TX,Dedicated,0,210,"Houston, TX"
HOUHOLD,Houston FO Holdroom,TX,Hold / Staging,0,210,"Houston, TX"
HHCHKTX,Houston Healthcare Hosp,TX,Medical,171,204,"Houston, TX"
HOWARMD,Howard County Det Cntr,MD,Non-dedicated,0,152,"Jessup, MD"
HUDSONJ,Hudson County Jail,NJ,Non-dedicated,0,206,"Kearny, NJ"
HUDSPTX,Hudspeth County Jail,TX,Non-dedicated,111,167,"Sierra Blanca, TX"
TXHUNTS,Huntsville State P.,TX,Non-dedicated,12,13,"Huntsville, TX"
POLKCTX,IAH Secure Adult Det. Facility,TX,Non-dedicated,0,210,"Livingston, TX"
FRMVLVA,ICA - Farmville,VA,Dedicated,22,210,"Farmville, VA"
INDCMIC,IN Dept. Of Corrections,IN,Other / Unknown,60,61,"Indianapolis, IN"
HHWHOLD,INS District Office,HI,Hold / Staging,64,207,"Honolulu, HI"
IFIHOLD,Idaho Falls Hold Room,ID,Hold / Staging,105,210,"Idaho Falls, ID"
IMPCOCA,Imperial County Jail,CA,Non-dedicated,25,209,"El Centro, CA"
IRADFCA,Imperial Regional Adult Det Fac,CA,Dedicated,71,210,"Calexico, CA"
IMPHOLD,Imperial Sub Office Hold Room,CA,Hold / Staging,150,210,"Calexico, CA"
INPHOLD,Indianapolis Hold Room,IN,Hold / Staging,18,210,"Indianapolis, IN"
INDMPIN,Indianapolis Metropolitan PD,IN,Other / Unknown,150,205,"Indianapolis, IN"
INTEGOK,Integris Health Baptist Medical,OK,Medical,200,202,"Oklahoma City, OK"
INTPOOK,Integris Health Ponca City Hospita,OK,Medical,184,185,"Ponca City, OK"
CAIRONW,Ironwood State Prison,CA,Other / Unknown,94,95,"Blythe, CA"
IRWINGA,Irwin County Detention Center,GA,Non-dedicated,23,210,"Ocilla, GA"
JFKTSNY,JFK International Ap - T7,NY,Other / Unknown,118,204,"Jamaica, NY"
GTMOACU,JTF Camp Six,CU,Federal,196,210,"FPO, CU"
JHRWLTX,Jack Harwell Detention Center,TX,Federal,30,210,"Waco, TX"
JACKSOR,Jackson Co Jail,OR,Federal,0,143,"Medford, OR"
JAJUVOR,Jackson County Juvenile,OR,Family / Youth,20,38,"Medford, OR"
